,id,name,team,overall,value_eur,player_positions,team_position,ST,LW,RW,CAM,LM,RM,CDM,LB,CB,RB,Overall attacking,Overall defending
9673,198100,E. Biancucchi,Newell's Old Boys,66,600000,"CAM, CF",RES,60+2,65+2,65+2,65+2,64+2,64+2,51+2,49+2,45+2,49+2,59.0,31.7
9674,198104,D. Stahl,SpVgg Unterhaching,66,525000,"CDM, CM",LDM,62+2,58+2,58+2,60+2,59+2,59+2,65+2,63+2,66+2,63+2,55.8,66.0
9675,198135,D. Lachman,PEC Zwolle,66,550000,CB,SUB,53+2,51+2,51+2,54+2,53+2,53+2,63+2,59+2,65+2,59+2,48.6,63.3
9676,198250,Z. Korcsmár,FC Midtjylland,66,525000,CB,RES,51+2,49+2,49+2,50+2,52+2,52+2,62+2,62+2,64+2,62+2,48.6,63.0
9677,198490,A. Faltsetas,BK Häcken,66,550000,"CM, CDM",RCM,60+2,59+2,59+2,61+2,62+2,62+2,68+2,67+2,69+2,67+2,59.6,67.3
9678,198534,M. Rømer,SønderjyskE,66,650000,"CM, CAM",SUB,58+2,61+2,61+2,62+2,63+2,63+2,66+2,63+2,62+2,63+2,52.6,58.0
9679,198690,R. Torres,Independiente Santa Fe,66,675000,CAM,SUB,60+2,66+2,66+2,64+2,65+2,65+2,48+2,49+2,43+2,49+2,59.2,35.3
9680,198740,A. Acosta,FC Juárez,66,475000,"RB, LB, CM",LB,59+2,64+2,64+2,64+2,64+2,64+2,66+2,64+2,63+2,64+2,61.6,65.3
9681,198840,Abraham,Racing Santander,66,290000,"LB, LM",LB,60+2,63+2,63+2,63+2,64+2,64+2,64+2,65+2,65+2,65+2,51.2,62.3
9682,198952,S. Suciu,Venezia FC,66,625000,"CM, CDM",SUB,61+2,61+2,61+2,63+2,62+2,62+2,65+2,63+2,63+2,63+2,58.4,62.0
9683,199173,M. Crimi,Virtus Entella,66,625000,"CM, CDM",SUB,62+2,65+2,65+2,64+2,66+2,66+2,65+2,66+2,64+2,66+2,57.8,64.0
9684,199351,M. Wunderlich,Viktoria Köln,66,400000,"CAM, LM, CM",CAM,63+2,65+2,65+2,65+2,64+2,64+2,49+2,47+2,43+2,47+2,60.8,28.0
9685,199410,I. Yagan,KAS Eupen,66,625000,"LM, ST",SUB,63+2,65+2,65+2,65+2,64+2,64+2,44+2,43+2,35+2,43+2,58.8,20.0
9686,199470,M. Meilinger,SCR Altach,66,675000,"RM, LM",RM,61+2,65+2,65+2,64+2,64+2,64+2,50+2,50+2,43+2,50+2,58.8,32.3
9687,199686,G. Saunders,Envigado FC,66,525000,CDM,RDM,51+2,56+2,56+2,60+2,58+2,58+2,65+2,60+2,61+2,60+2,45.4,60.3
9688,199746,J. Bøge,Hobro IK,66,525000,"RB, CB",RB,53+2,56+2,56+2,55+2,59+2,59+2,62+2,65+2,63+2,65+2,49.2,64.3
9689,199772,S. Yılmaz,Gençlerbirliği SK,66,625000,RM,RDM,66+2,66+2,66+2,64+2,65+2,65+2,50+2,49+2,47+2,49+2,63.0,25.7
9690,199815,S. Mantom,Southend United,66,650000,"CM, CDM",LCM,62+2,62+2,62+2,64+2,63+2,63+2,64+2,62+2,62+2,62+2,57.0,61.3
9691,200086,M. Jankowski,Arka Gdynia,66,650000,"ST, LM",LM,65+2,64+2,64+2,63+2,64+2,64+2,56+2,56+2,54+2,56+2,62.4,42.3
9692,200369,O. Halvorsen,Sarpsborg 08 FF,66,575000,RM,RM,61+2,63+2,63+2,62+2,64+2,64+2,59+2,60+2,57+2,60+2,56.0,54.3
9693,200432,B. Pranter,WSG Tirol,66,625000,"CAM, RM, ST",CAM,66+2,65+2,65+2,65+2,65+2,65+2,58+2,59+2,55+2,59+2,62.8,48.3
9694,200449,D. McGregor,Hibernian,66,300000,CB,SUB,45+2,38+2,38+2,40+2,41+2,41+2,56+2,54+2,64+2,54+2,38.8,64.0
9695,200697,R. Tafazolli,Hull City,66,575000,CB,SUB,43+2,42+2,42+2,42+2,44+2,44+2,59+2,59+2,65+2,59+2,42.6,65.7
9696,200797,L. Néry,AS Nancy Lorraine,66,550000,"RB, LB",SUB,53+2,56+2,56+2,57+2,59+2,59+2,64+2,65+2,64+2,65+2,54.6,63.7
9697,200952,M. Könnecke,FSV Zwickau,66,600000,"CAM, CM, CDM",SUB,63+2,67+2,67+2,65+2,67+2,67+2,50+2,51+2,43+2,51+2,59.8,24.3
9698,200953,C. Hemlein,1. FC Kaiserslautern,66,650000,"RM, RW",RM,63+2,65+2,65+2,63+2,64+2,64+2,52+2,55+2,50+2,55+2,59.2,42.7
9699,200983,F. Signorelli,US Salernitana 1919,66,650000,CM,SUB,59+2,62+2,62+2,64+2,63+2,63+2,65+2,63+2,63+2,63+2,55.0,62.0
9700,201068,T. Kern,Bayern München II,66,625000,"CM, CDM, CAM",LDM,64+2,65+2,65+2,66+2,66+2,66+2,58+2,56+2,52+2,56+2,58.8,41.7
9701,201924,Y. Qasmi,Elche CF,66,675000,"ST, CF",SUB,64+2,58+2,58+2,57+2,55+2,55+2,44+2,44+2,45+2,44+2,57.0,25.0
9702,202000,G. Herrem,Kalmar FF,66,575000,ST,RS,64+2,59+2,59+2,55+2,57+2,57+2,42+2,44+2,41+2,44+2,59.6,21.7
9703,202182,R. Riski,HJK Helsinki,66,625000,"RW, LW",RW,63+2,65+2,65+2,65+2,65+2,65+2,54+2,56+2,50+2,56+2,60.6,43.7
9704,202215,J. Willis,Houston Dynamo,66,425000,GK,GK,,,,,,,,,,,16.0,12.3
9705,202456,J. Verhoek,FC Hansa Rostock,66,625000,ST,SUB,65+2,58+2,58+2,57+2,57+2,57+2,43+2,41+2,43+2,41+2,59.4,17.3
9706,202518,C. Wernitznig,Wolfsberger AC,66,625000,"RM, LM",SUB,62+2,65+2,65+2,64+2,64+2,64+2,53+2,54+2,49+2,54+2,54.2,44.0
9707,202611,Manuel Sánchez,Elche CF,66,475000,"CDM, CM, CB",SUB,51+2,48+2,48+2,51+2,52+2,52+2,65+2,61+2,65+2,61+2,45.4,64.3
9708,202864,N. Peñailillo,CD Antofagasta,66,575000,"LB, LM",LB,66+2,65+2,65+2,65+2,66+2,66+2,64+2,64+2,65+2,64+2,62.0,60.7
9709,202966,Choi Bo Kyung,Jeonbuk Hyundai Motors,66,475000,CB,SUB,50+2,51+2,51+2,53+2,54+2,54+2,64+2,63+2,64+2,63+2,49.4,61.3
9710,202968,Yun Il Lok,Jeju United FC,66,675000,"LM, ST",LM,62+2,64+2,64+2,65+2,65+2,65+2,58+2,55+2,52+2,55+2,59.2,37.3
9711,202970,Jung Seung Yong,Gangwon FC,66,550000,"LB, LM, RB",LB,54+2,58+2,58+2,55+2,59+2,59+2,61+2,64+2,62+2,64+2,46.2,63.7
9712,203043,M. O'Halloran,St. Johnstone FC,66,650000,"RM, RW, ST",RM,64+2,66+2,66+2,63+2,65+2,65+2,46+2,49+2,41+2,49+2,59.0,21.3
9713,203095,S. Gannon,Dundalk,66,575000,RB,SUB,60+2,61+2,61+2,60+2,63+2,63+2,62+2,64+2,63+2,64+2,58.6,62.7
9714,203127,P. Segbefia,Gazişehir Gaziantep F.K.,66,650000,"CM, CDM",RES,61+2,67+2,67+2,66+2,67+2,67+2,60+2,59+2,56+2,59+2,54.6,51.0
9715,203445,B. Kessel,Eintracht Braunschweig,66,475000,"RB, CB",RB,61+2,58+2,58+2,57+2,59+2,59+2,65+2,65+2,69+2,65+2,59.0,69.0
9716,203450,J. Washausen,Hallescher FC,66,525000,CDM,SUB,46+2,48+2,48+2,50+2,51+2,51+2,64+2,63+2,66+2,63+2,45.6,67.0
9717,203454,J. Reinhardt,FSV Zwickau,66,475000,"CDM, CM, CB",RDM,59+2,59+2,59+2,61+2,61+2,61+2,64+2,63+2,64+2,63+2,55.2,63.3
9718,203721,A. Corsi,Cosenza,66,600000,"RM, RB, RWB",SUB,62+2,64+2,64+2,63+2,64+2,64+2,64+2,65+2,64+2,65+2,61.2,64.0
9719,203781,D. Toia,Real Salt Lake,66,575000,LB,SUB,57+2,59+2,59+2,59+2,60+2,60+2,63+2,64+2,64+2,64+2,54.0,62.3
9720,203902,A. Luna,Melbourne City FC,66,675000,"RM, LM",SUB,62+2,66+2,66+2,64+2,65+2,65+2,47+2,51+2,41+2,51+2,61.0,34.7
9721,203927,M. Akyüz,Denizlispor,66,400000,ST,SUB,64+2,64+2,64+2,62+2,63+2,63+2,52+2,54+2,50+2,54+2,64.2,39.0
9722,203966,D. Kempe,FC Erzgebirge Aue,66,290000,"LWB, CB, LM",RES,55+2,56+2,56+2,56+2,58+2,58+2,64+2,65+2,67+2,65+2,48.0,65.3
9723,204136,M. de Leeuw,FC Emmen,66,500000,CAM,CAM,67+2,63+2,63+2,65+2,62+2,62+2,60+2,59+2,61+2,59+2,67.0,55.7
9724,204154,J. Schwadorf,SV Wehen Wiesbaden,66,700000,LM,SUB,59+2,65+2,65+2,63+2,64+2,64+2,46+2,47+2,39+2,47+2,53.2,28.3
9725,204242,M. Barreto,AJ Auxerre,66,650000,"CAM, RM, CM",RM,62+2,66+2,66+2,65+2,66+2,66+2,48+2,48+2,40+2,48+2,59.0,18.7
9726,204388,A. Wiegel,Waasland-Beveren,66,575000,"RB, RM",RB,64+2,66+2,66+2,65+2,66+2,66+2,63+2,65+2,62+2,65+2,60.2,60.3
9727,204633,M. Pellizzer,Virtus Entella,66,525000,CB,LCB,43+2,40+2,40+2,42+2,42+2,42+2,59+2,59+2,64+2,59+2,33.4,63.7
9728,204690,P. Hosiner,SK Sturm Graz,66,625000,ST,SUB,65+2,64+2,64+2,63+2,63+2,63+2,43+2,45+2,40+2,45+2,58.6,23.7
9729,204946,Y. Otsu,Yokohama F. Marinos,66,625000,"LM, CM, ST",SUB,62+2,64+2,64+2,63+2,65+2,65+2,52+2,51+2,46+2,51+2,60.6,30.7
9730,204987,B. Blume,Aarhus GF,66,675000,"CAM, CM",LCM,60+2,64+2,64+2,64+2,64+2,64+2,55+2,55+2,51+2,55+2,51.6,46.7
9731,205054,K. Naismith,Wigan Athletic,66,575000,"LB, LM",LM,64+2,65+2,65+2,64+2,65+2,65+2,63+2,65+2,64+2,65+2,60.6,63.7
9732,205208,B. Çalık,Denizlispor,66,600000,"LW, LM",SUB,63+2,65+2,65+2,65+2,66+2,66+2,55+2,54+2,50+2,54+2,62.6,36.3
9733,205423,H. Shala,Vålerenga Fotball,66,650000,"CM, CAM, RM",LCM,63+2,66+2,66+2,67+2,66+2,66+2,60+2,60+2,55+2,60+2,57.6,51.7
9734,205512,André Micael,FC Paços de Ferreira,66,525000,CB,SUB,42+2,38+2,38+2,39+2,40+2,40+2,57+2,55+2,64+2,55+2,40.6,63.7
9735,205535,T. Kløve,Odense Boldklub,66,650000,"CM, LM, RM",RCM,61+2,66+2,66+2,66+2,67+2,67+2,60+2,61+2,54+2,61+2,55.6,54.3
9736,205609,J. Omolo,KSV Cercle Brugge,66,550000,"CDM, CB, CM",SUB,57+2,55+2,55+2,59+2,57+2,57+2,64+2,61+2,64+2,61+2,47.0,62.3
9737,205863,B. Diallo,Politehnica Iaşi,66,575000,CB,LCB,48+2,53+2,53+2,51+2,56+2,56+2,61+2,63+2,64+2,63+2,44.8,62.3
9738,205951,Rafinha,HJK Helsinki,66,130000,"CB, RB",LCB,61+2,61+2,61+2,62+2,62+2,62+2,64+2,63+2,65+2,63+2,59.8,66.0
9739,206004,J. Ojala,BK Häcken,66,525000,CB,SUB,46+2,44+2,44+2,46+2,47+2,47+2,61+2,58+2,64+2,58+2,43.2,61.0
9740,206603,C. Lade,New York Red Bulls,66,525000,"RB, LB",SUB,52+2,57+2,57+2,56+2,59+2,59+2,64+2,65+2,64+2,65+2,50.2,66.7
9741,207783,R. Gaddis,Philadelphia Union,66,525000,"RB, LB",RB,49+2,56+2,56+2,54+2,58+2,58+2,61+2,65+2,63+2,65+2,45.2,67.0
9742,207866,Nathan Júnior,FC Paços de Ferreira,66,625000,ST,RES,64+2,63+2,63+2,63+2,63+2,63+2,47+2,46+2,43+2,46+2,59.6,27.3
9743,208303,Bae Seul Gi,Pohang Steelers,66,240000,CB,SUB,41+2,39+2,39+2,39+2,40+2,40+2,54+2,55+2,64+2,55+2,33.8,64.3
9744,208611,Fullana,SD Ponferradina,66,625000,"CM, CAM",SUB,64+2,64+2,64+2,65+2,65+2,65+2,60+2,59+2,56+2,59+2,59.8,50.3
9745,208778,N. Manfredini,Benevento,66,425000,GK,SUB,,,,,,,,,,,16.4,13.0
9746,208916,M. Al Sahlawi,Al Shabab,66,525000,ST,RES,64+2,62+2,62+2,62+2,61+2,61+2,44+2,42+2,39+2,42+2,63.6,15.0
9747,208965,A. Asiri,Al Taawoun,66,575000,CB,SUB,41+2,40+2,40+2,42+2,44+2,44+2,60+2,60+2,64+2,60+2,41.2,63.3
9748,209223,A. Al Faraj,Al Nassr,66,525000,"CDM, LB",SUB,58+2,62+2,62+2,64+2,64+2,64+2,65+2,64+2,61+2,64+2,51.6,60.3
9749,209378,B. van Hintum,FC Groningen,66,400000,"LB, CB",SUB,58+2,60+2,60+2,60+2,61+2,61+2,66+2,65+2,65+2,65+2,59.4,66.7
9750,209567,R. Sufyani,Al Taawoun,66,500000,"RM, LM, CAM",SUB,64+2,64+2,64+2,64+2,64+2,64+2,51+2,51+2,46+2,51+2,61.0,31.3
9751,209643,M. Vilotić,FC St. Gallen,66,425000,CB,SUB,51+2,47+2,47+2,49+2,49+2,49+2,61+2,58+2,64+2,58+2,49.2,65.7
9752,210000,M. Gajos,Lechia Gdańsk,66,575000,CDM,RCM,66+2,67+2,67+2,66+2,67+2,67+2,64+2,65+2,62+2,65+2,63.4,59.0
9753,210205,D. Malone,ADO Den Haag,66,500000,"RB, CDM",SUB,57+2,59+2,59+2,59+2,61+2,61+2,65+2,65+2,67+2,65+2,51.2,66.0
9754,210304,H. Zuck,1. FC Kaiserslautern,66,650000,"LM, RM",SUB,57+2,64+2,64+2,64+2,64+2,64+2,47+2,49+2,40+2,49+2,55.6,30.7
9755,210804,M. Salem,Al Shabab,66,300000,CB,LCB,44+2,42+2,42+2,41+2,45+2,45+2,57+2,59+2,64+2,59+2,42.0,64.3
9756,211044,S. Velev,Sepsi OSK,66,525000,CDM,LDM,58+2,61+2,61+2,63+2,61+2,61+2,64+2,62+2,63+2,62+2,51.0,63.0
9757,211178,M. Rusike,Stabæk Fotball,66,650000,ST,SUB,64+2,65+2,65+2,64+2,64+2,64+2,45+2,44+2,39+2,44+2,60.6,20.3
9758,211340,G. Valverde,Bolivia,66,0,CB,,46+2,52+2,52+2,50+2,56+2,56+2,63+2,65+2,65+2,65+2,48.8,67.3
9759,211453,M. Mohsen,Egypt,66,0,ST,,64+2,60+2,60+2,58+2,58+2,58+2,41+2,42+2,42+2,42+2,58.2,24.3
9760,211742,M. Lorenz,Karlsruher SC,66,600000,LM,LM,60+2,63+2,63+2,63+2,65+2,65+2,59+2,59+2,56+2,59+2,58.2,49.0
9761,211828,J. Oumari,Vissel Kobe,66,525000,"CB, CDM",SUB,48+2,43+2,43+2,44+2,45+2,45+2,59+2,59+2,65+2,59+2,44.0,66.3
9762,211859,M. Ahlschwede,FC Hansa Rostock,66,525000,"RB, CB, RM",LM,50+2,53+2,53+2,51+2,56+2,56+2,61+2,65+2,64+2,65+2,46.2,64.3
9763,212039,S. Al Muwallad,Al Ahli,66,550000,RB,RB,60+2,62+2,62+2,61+2,63+2,63+2,62+2,65+2,63+2,65+2,57.8,62.0
9764,212047,M. Pintilii,FCSB (Steaua),66,250000,CDM,SUB,63+2,59+2,59+2,61+2,59+2,59+2,65+2,63+2,67+2,63+2,58.4,65.3
9765,212971,N. Al Mousa,Al Ahli,66,575000,"CDM, CM, CAM",SUB,58+2,61+2,61+2,62+2,63+2,63+2,64+2,63+2,62+2,63+2,51.2,63.3
9766,213019,Diogo Acosta,Vegalta Sendai,66,650000,ST,SUB,64+2,63+2,63+2,59+2,61+2,61+2,37+2,41+2,33+2,41+2,59.8,14.0
9767,213189,Joo Min Kyu,Ulsan Hyundai FC,66,650000,"ST, CM",ST,65+2,60+2,60+2,62+2,60+2,60+2,58+2,54+2,57+2,54+2,58.6,43.3
9768,213322,L. Doucouré,FC Chambly Oise,66,650000,"RM, LM, ST",SUB,67+2,64+2,64+2,63+2,64+2,64+2,48+2,49+2,45+2,49+2,63.2,26.7
9769,213588,A. Sánchez,Atlético Tucumán,66,400000,GK,SUB,,,,,,,,,,,19.6,17.7
9770,213778,T. Lehne Olsen,Lillestrøm SK,66,675000,ST,ST,65+2,61+2,61+2,61+2,61+2,61+2,45+2,44+2,43+2,44+2,54.8,24.7
9771,214014,C. Lizarazo,Once Caldas,66,650000,CAM,SUB,61+2,65+2,65+2,65+2,65+2,65+2,52+2,51+2,47+2,51+2,59.2,40.7
9772,214065,H. Salinas,Deportes Iquique,66,625000,"LM, LB, LW",SUB,61+2,65+2,65+2,63+2,65+2,65+2,61+2,63+2,58+2,63+2,55.8,56.0
9773,214069,J. Pineda,Atlético Bucaramanga,66,625000,"ST, LW",SUB,65+2,67+2,67+2,65+2,65+2,65+2,44+2,44+2,40+2,44+2,55.6,22.7
9774,214106,J. Lopera,Rionegro Águilas,66,425000,"CB, RB",SUB,63+2,63+2,63+2,61+2,63+2,63+2,64+2,65+2,64+2,65+2,63.4,61.3
9775,214192,J. Mena,Rionegro Águilas,66,525000,CB,RCB,47+2,43+2,43+2,44+2,46+2,46+2,58+2,57+2,64+2,57+2,38.0,62.0
9776,214263,C. Meneses,Unión La Calera,66,475000,"CB, CDM, CM",SUB,57+2,59+2,59+2,61+2,61+2,61+2,66+2,62+2,64+2,62+2,56.0,64.0
9777,214270,C. Escobar,CD Cobresal,66,650000,ST,SUB,65+2,58+2,58+2,59+2,59+2,59+2,48+2,45+2,44+2,45+2,58.0,25.0
9778,214305,B. García,Cúcuta Deportivo,66,425000,"CB, CM",SUB,52+2,55+2,55+2,55+2,57+2,57+2,64+2,63+2,65+2,63+2,49.2,66.0
9779,214330,M. Balanta,Independiente Santa Fe,66,625000,"RM, CAM",SUB,63+2,65+2,65+2,63+2,65+2,65+2,50+2,49+2,47+2,49+2,60.0,36.3
9780,214355,R. Jérez,Alianza Petrolera,66,350000,GK,GK,,,,,,,,,,,17.2,18.3
9781,214386,C. Ayala,Deportivo Pasto,66,325000,CDM,RDM,57+2,59+2,59+2,62+2,61+2,61+2,64+2,60+2,62+2,60+2,52.8,60.7
9782,214411,N. Maturana,CD Universidad de Concepción,66,700000,"RW, RM",RW,61+2,66+2,66+2,65+2,65+2,65+2,55+2,56+2,49+2,56+2,55.4,46.3
9783,214416,I. Díaz,CD Everton de Viña del Mar,66,650000,ST,SUB,64+2,59+2,59+2,59+2,58+2,58+2,44+2,40+2,43+2,40+2,55.4,21.3
9784,214486,J. Castro,Cúcuta Deportivo,66,230000,"RB, RM",SUB,56+2,60+2,60+2,57+2,61+2,61+2,62+2,65+2,63+2,65+2,51.0,62.0
9785,214487,Y. Mosquera,Jaguares de Córdoba,66,525000,"CDM, CM",LDM,54+2,55+2,55+2,57+2,57+2,57+2,65+2,62+2,65+2,62+2,50.2,63.3
9786,214495,E. Mosquera,Once Caldas,66,550000,LB,LB,55+2,57+2,57+2,55+2,59+2,59+2,61+2,65+2,64+2,65+2,53.0,64.3
9787,214710,J. Espinoza,Universidad Católica,66,575000,"RB, LB",SUB,57+2,61+2,61+2,60+2,62+2,62+2,63+2,65+2,64+2,65+2,56.6,65.3
9788,214720,M. Yedro,Coquimbo Unido,66,475000,"CM, CDM",SUB,59+2,62+2,62+2,64+2,63+2,63+2,61+2,57+2,56+2,57+2,54.0,51.7
9789,214818,S. Varas,Unión Española,66,625000,ST,LS,64+2,58+2,58+2,61+2,57+2,57+2,45+2,41+2,43+2,41+2,50.4,25.3
9790,214843,E. Godoy,CD Cobresal,66,425000,CB,RCB,43+2,40+2,40+2,40+2,43+2,43+2,58+2,58+2,65+2,58+2,45.4,64.3
9791,214863,A. Delfino,CD Antofagasta,66,550000,CB,SUB,43+2,38+2,38+2,40+2,41+2,41+2,59+2,57+2,64+2,57+2,37.8,62.7
9792,215028,F. Montero,Argentinos Juniors,66,600000,"CM, CDM",SUB,61+2,62+2,62+2,63+2,63+2,63+2,66+2,65+2,65+2,65+2,56.2,65.0
9793,215043,S. Pol,CD O'Higgins,66,575000,"ST, LW",RES,64+2,63+2,63+2,62+2,63+2,63+2,51+2,54+2,50+2,54+2,63.0,34.7
9794,215390,Danilson da Cruz,AS Nancy Lorraine,66,325000,CDM,RES,56+2,52+2,52+2,54+2,53+2,53+2,64+2,59+2,65+2,59+2,51.4,64.0
9795,215527,F. Heerkens,Willem II,66,550000,"CB, RB, LB",LB,46+2,50+2,50+2,51+2,54+2,54+2,63+2,62+2,65+2,62+2,46.2,63.7
9796,215528,K. Karami,Sparta Rotterdam,66,525000,RB,SUB,58+2,63+2,63+2,61+2,63+2,63+2,63+2,65+2,62+2,65+2,53.0,63.7
9797,215584,J. Wójcicki,Jagiellonia Białystok,66,500000,"RB, RM",RB,61+2,63+2,63+2,62+2,64+2,64+2,61+2,64+2,61+2,64+2,61.6,62.7
9798,215942,M. El Makrini,Kilmarnock,66,475000,CDM,SUB,53+2,55+2,55+2,58+2,57+2,57+2,65+2,59+2,64+2,59+2,48.6,63.3
9799,216182,M. Leitgeb,Wolfsberger AC,66,475000,"CDM, CM, CB",CDM,54+2,54+2,54+2,58+2,55+2,55+2,65+2,60+2,65+2,60+2,54.4,65.0
9800,216193,B. Vriends,Sparta Rotterdam,66,575000,CB,RCB,45+2,43+2,43+2,45+2,46+2,46+2,61+2,57+2,64+2,57+2,39.6,63.0
9801,216269,S. Hertner,SV Darmstadt 98,66,550000,"LB, LM",SUB,53+2,59+2,59+2,57+2,60+2,60+2,63+2,65+2,63+2,65+2,51.6,66.0
9802,216351,D. Antolić,Legia Warszawa,66,550000,CDM,SUB,63+2,64+2,64+2,66+2,65+2,65+2,65+2,61+2,62+2,61+2,64.4,58.7
9803,217190,A. Flores,Portland Timbers,66,650000,"RM, CM, LM",SUB,62+2,64+2,64+2,64+2,65+2,65+2,60+2,62+2,57+2,62+2,60.8,57.7
9804,217502,A. Kofler,Wolfsberger AC,66,400000,GK,GK,,,,,,,,,,,15.0,20.0
9805,217647,J. Tanaka,Vissel Kobe,66,575000,"LM, ST, LW",SUB,64+2,65+2,65+2,65+2,65+2,65+2,50+2,48+2,46+2,48+2,63.4,25.7
9806,217730,S. Zwierschitz,FK Austria Wien,66,550000,"RB, CB",LCB,56+2,57+2,57+2,56+2,59+2,59+2,63+2,64+2,65+2,64+2,51.8,67.0
9807,218471,Kim Min Woo,Sangju Sangmu FC,66,625000,"LM, CM, LB",LB,62+2,65+2,65+2,64+2,65+2,65+2,61+2,62+2,59+2,62+2,60.2,54.3
9808,219647,A. Vuletich,US Salernitana 1919,66,675000,ST,SUB,65+2,60+2,60+2,60+2,60+2,60+2,48+2,45+2,46+2,45+2,59.8,23.3
9809,220982,A. Eriksson,Helsingborgs IF,66,550000,LB,LB,57+2,61+2,61+2,61+2,64+2,64+2,63+2,65+2,61+2,65+2,54.2,61.0
9810,221360,C. Espinosa,Curicó Unido,66,220000,"CAM, CM",CAM,54+2,59+2,59+2,64+2,59+2,59+2,50+2,43+2,40+2,43+2,53.8,36.7
9811,221599,N. Nyauza,Orlando Pirates,66,525000,"RB, CB, CDM",SUB,52+2,55+2,55+2,53+2,57+2,57+2,62+2,65+2,65+2,65+2,51.6,68.3
9812,221627,H. Hechalar,Atlético Huila,66,600000,"LM, RM, CAM",SUB,63+2,65+2,65+2,64+2,65+2,65+2,51+2,51+2,46+2,51+2,59.6,32.0
9813,222216,K. Opseth,Adelaide United,66,650000,ST,ST,65+2,60+2,60+2,58+2,59+2,59+2,42+2,41+2,41+2,41+2,60.0,21.0
9814,222240,Ji Xiang,Jiangsu Suning FC,66,525000,RB,SUB,63+2,62+2,62+2,61+2,63+2,63+2,64+2,65+2,65+2,65+2,61.2,65.7
9815,222798,Jeong Woo Jae,Jeju United FC,66,675000,"LM, RM",SUB,63+2,64+2,64+2,64+2,65+2,65+2,64+2,64+2,63+2,64+2,57.2,61.0
9816,223130,G. Alsan,Gazişehir Gaziantep F.K.,66,625000,"CM, CDM",SUB,59+2,63+2,63+2,65+2,64+2,64+2,61+2,60+2,57+2,60+2,55.6,58.3
9817,223135,M. Akbaş,Yeni Malatyaspor,66,550000,"CB, LB",RES,56+2,53+2,53+2,53+2,54+2,54+2,62+2,61+2,65+2,61+2,52.8,65.0
9818,223665,F. Ciampichetti,KAS Eupen,66,575000,ST,SUB,64+2,56+2,56+2,55+2,54+2,54+2,43+2,42+2,47+2,42+2,55.8,30.0
9819,224248,M. Bilate,RKC Waalwijk,66,675000,ST,ST,64+2,59+2,59+2,59+2,58+2,58+2,43+2,42+2,41+2,42+2,53.0,20.0
9820,224316,R. Crivello,Spezia,66,575000,"LB, LM",SUB,55+2,59+2,59+2,58+2,61+2,61+2,62+2,65+2,62+2,65+2,52.2,63.7
9821,224648,Li Lei,Beijing Sinobo Guoan FC,66,575000,"LB, LM",LB,54+2,56+2,56+2,57+2,60+2,60+2,63+2,64+2,64+2,64+2,51.6,63.7
9822,225013,M. Čovilo,FC Lugano,66,325000,"CDM, CB",SUB,58+2,54+2,54+2,57+2,56+2,56+2,65+2,60+2,68+2,60+2,56.4,64.0
9823,225983,S. Mpontshane,Orlando Pirates,66,350000,GK,SUB,,,,,,,,,,,22.8,21.3
9824,226005,I. Santillán,Tiburones Rojos de Veracruz,66,550000,"LB, LM",SUB,59+2,64+2,64+2,63+2,64+2,64+2,64+2,64+2,61+2,64+2,57.4,64.0
9825,226928,B. Emir,Göztepe SK,66,475000,LB,SUB,54+2,58+2,58+2,57+2,59+2,59+2,62+2,65+2,64+2,65+2,46.6,70.3
9826,227612,Kim Sung Ju,Jeju United FC,66,650000,"LM, LB, CM",SUB,62+2,64+2,64+2,64+2,65+2,65+2,62+2,62+2,59+2,62+2,56.4,58.7
9827,227675,M. Johnson,Middlesbrough,66,650000,"LW, LB",RW,60+2,65+2,65+2,63+2,66+2,66+2,56+2,61+2,53+2,61+2,56.2,56.3
9828,227810,S. Aasmundsen,Mjøndalen IF,66,625000,"CM, CDM",RCM,59+2,63+2,63+2,64+2,64+2,64+2,62+2,59+2,57+2,59+2,55.6,50.7
9829,228971,Jano,SV Mattersburg,66,425000,"CDM, CM",SUB,54+2,55+2,55+2,56+2,57+2,57+2,64+2,62+2,63+2,62+2,52.0,59.7
9830,229384,N. Hammann,FC Carl Zeiss Jena,66,475000,"CB, LM, LB",LB,59+2,59+2,59+2,57+2,60+2,60+2,64+2,64+2,65+2,64+2,54.0,62.3
9831,230177,Jailson Acuna,Avaí FC,66,425000,GK,SUB,,,,,,,,,,,10.6,12.0
9832,230187,Narcisso Mau,Ceará Sporting Club,66,475000,"LB, RB",SUB,58+2,58+2,58+2,57+2,59+2,59+2,63+2,64+2,63+2,64+2,59.0,67.3
9833,230192,Botelhinonsa,Atlético Paranaense,66,475000,RB,SUB,57+2,55+2,55+2,55+2,57+2,57+2,65+2,65+2,68+2,65+2,55.4,68.7
9834,230200,Edenildo Lagoas,Ceará Sporting Club,66,475000,"RB, CB",SUB,56+2,58+2,58+2,57+2,60+2,60+2,65+2,65+2,64+2,65+2,59.2,64.7
9835,230264,Dilson Calegari,Goiás,66,280000,"CAM, LM",SUB,64+2,64+2,64+2,65+2,63+2,63+2,52+2,51+2,46+2,51+2,64.8,27.3
9836,230308,L. Balanta,Deportes Tolima,66,550000,"LB, LM",SUB,55+2,56+2,56+2,55+2,57+2,57+2,59+2,65+2,65+2,65+2,52.0,67.0
